label,AVG_duration,Median_duration,Stay_frequency,Hotspot_longitude,Hotspot_latitude,停留时长比例大于70%,停留时段比例大于70%
4386,14.0,14.0,1.0,119.52028934545449,35.37899742424242,0.0,0.0
4387,14.0,14.0,1.0,119.52279372647052,35.37919267941176,0.0,0.0
4388,14.0,14.0,1.0,119.53173527812496,35.38038646562499,0.0,0.0
4389,15.0,15.0,1.0,119.54444591621612,35.382107356756755,0.0,1.0
4390,57.0,60.0,4.0,119.5487060814925,35.37705359366169,1.0,0.0
4391,26.0,26.0,2.0,119.22155084451825,36.64423460311461,0.0,0.0
4392,11.0,11.0,1.0,119.22818610000004,36.64882551538463,0.0,1.0
4393,32.5,32.5,2.0,118.77690952960458,36.04587886376376,0.0,0.0
4394,195.33333333333334,132.0,3.0,119.23734254557927,35.3697322317604,0.0,0.0
4395,39.5,24.5,4.0,118.80812471797368,35.559065294863466,0.0,0.0
4396,848.0,861.0,3.0,118.79165100207308,35.58517371563195,1.0,0.0
4397,155.0,155.0,1.0,119.50229269,35.36021285,1.0,0.0
4398,11.0,11.0,1.0,119.53095570833337,35.3436261375,0.0,0.0
4399,115.0,115.0,1.0,119.52367991830968,35.35135601267609,1.0,0.0
4400,26.0,20.0,4.0,118.72744460151961,36.11575635618813,0.0,0.0
4401,17.0,17.0,1.0,118.72714156216212,36.11670520810809,0.0,1.0
4402,54.5,54.5,2.0,119.52308161715038,35.33352842880906,0.0,0.0
4403,83.0,83.0,1.0,119.31946938595028,35.61902206446275,1.0,0.0
4404,24.666666666666668,15.0,3.0,118.85122359618457,35.54577093922092,0.0,0.0
4405,58.0,58.0,1.0,119.30160091403503,35.49078106140352,1.0,0.0
4406,21.0,21.0,1.0,119.39211770624998,35.22925534583336,0.0,0.0
4407,89.0,89.0,1.0,119.0073802288462,35.50411330000004,1.0,0.0
4408,47.0,14.5,4.0,118.96098225629802,35.52085679746551,0.0,0.0
4409,41.0,41.0,1.0,118.94204728354424,36.0212174126582,1.0,0.0
4410,42.0,42.0,1.0,118.94061055327106,36.02102245327104,1.0,0.0
4411,281.0,281.0,1.0,119.02847653520016,36.13058822000001,1.0,0.0
4412,45.0,45.0,1.0,119.01593942038836,36.120207807767,1.0,0.0
4413,26.0,26.0,1.0,119.03120527368418,36.12088780526315,0.0,0.0
4414,51.0,47.5,4.0,119.20814479823464,35.694586863103076,1.0,0.0
4415,75.5,75.5,2.0,119.36159627069685,35.19522027198269,0.0,0.0
4416,10.0,10.0,1.0,118.93985260869567,35.53475630434783,0.0,1.0
4417,72.0,72.0,1.0,118.93982514413776,35.534116655172426,1.0,1.0
4418,269.0,269.0,2.0,118.94819949689253,35.70153865227449,0.0,0.0
4419,95.0,95.0,1.0,119.45182856683972,35.344912973056964,1.0,0.0
4420,13.5,13.5,2.0,119.22101195533537,35.48658580152439,0.0,0.0
4421,37.666666666666664,36.0,3.0,119.37512168700506,35.451410687966536,0.0,0.0
4422,27.0,27.0,1.0,119.47339826491228,35.4705016508772,0.0,0.0
4423,138.0,150.0,4.0,119.47548275101835,35.373887366903794,1.0,0.0
4424,843.0,843.0,1.0,119.2720639227272,35.208984572727246,1.0,0.0
4425,192.5,103.0,4.0,119.42448300508819,35.45596346734099,1.0,0.0
4426,34.5,34.5,2.0,119.50004419204443,35.36850703359792,0.0,0.0
4427,14.0,14.0,1.0,119.35110483333342,35.338377483333325,0.0,1.0
4428,28.0,27.0,3.0,119.4895737367495,35.35016507703545,0.0,0.0
4429,39.0,39.0,1.0,119.48217695421695,35.3569956638554,0.0,0.0
